"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"St. Louis, Missouri, USA",2021,"after",1,0,1,1,1359,"117943"
"St. Louis, Missouri, USA",2022,"before",2,0,2,2,1200,"151767 155095"
"St. Louis, Missouri, USA",2022,"during",18,0,10,7,7186,"117867 117951 175944 233685 117943 48325 182631 117992 50252 67747 194163 49490"
"Sydney, New South Wales, Australia",2020,"during",2,0,2,2,4176,"117988 182679"
"Sydney, New South Wales, Australia",2021,"before",3,2,3,2,728,"182679 122029 355906"
"Sydney, New South Wales, Australia",2021,"during",8,4,4,4,3259,"182679 122029 355354 551044 49490 217100"
"Sydney, New South Wales, Australia",2021,"after",2,0,1,2,697,"67747 182679"
"Sydney, New South Wales, Australia",2022,"before",3,1,3,3,1038,"49490 67747 355906"
"Sydney, New South Wales, Australia",2022,"during",8,1,6,3,3077,"355354 67747 229759 551044 49490 117867"
"Sydney, New South Wales, Australia",2022,"after",3,2,2,3,910,"229759 49490"
"Tāmaki Makaurau (Auckland), New Zealand",2021,"before",6,3,5,2,372,"369658 318589 117861 49490 405268 123114"
"Tāmaki Makaurau (Auckland), New Zealand",2021,"during",14,1,8,6,1834,"54294 463344 117938 123114 182679 154565 117867 117942 48325 67747"
"Tāmaki Makaurau (Auckland), New Zealand",2021,"after",1,0,1,1,457,"229759"
"Tāmaki Makaurau (Auckland), New Zealand",2022,"before",4,1,3,3,478,"83475 48325 229759 117992"
"Tāmaki Makaurau (Auckland), New Zealand",2022,"during",12,1,7,4,1143,"117892 117951 117867 218571 182679 318589 175440 49490 67747"
"Tāmaki Makaurau (Auckland), New Zealand",2022,"after",15,5,14,4,401,"465026 117884 214723 117938 55576 355350 950570 370246 351691 400663 117900 406763 55553 123348"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2021,"before",3,0,3,1,304,"117942 117943 117889"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2021,"during",95,21,30,24,7489,"319389 117943 55576 49490 55554 67747 117892 463344 54757 229759 409221 405329 355962 122029 175426 117900 83475 179037 55553 48325 117865 69430 147234 502882 175440 405268 318589 179761 125754 117992 54294 117942 119888 117889 532755 55247 117867"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2021,"after",4,0,4,3,285,"50252 229759 179037 69468"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2022,"before",4,1,4,3,508,"227259 194679 55247 355962"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2022,"during",111,21,36,23,7637,"117900 55576 318589 117980 122660 175426 123457 49490 123114 355962 410737 60724 117865 67747 48325 117938 345245 117889 409221 117943 179761 117867 355322 175657 223257 229759 117942 182455 117992 175501 218571 502882 54757 175758 55553 117951 182467 229442 597130 405329 355354 117892 55247 122029 83475 69437 405268"
"Te Whanganui-a-Tara (Wellington City), New Zealand",2022,"after",1,0,1,1,215,"175426"
"Tena, Ecuador",2019,"during",16,1,10,15,38717,"67747 48714 217299 155495 123114 55247 132205 117943 182631 67343 118245 117951"
"Thailand",2022,"before",1,0,1,1,328,"228062"
"Thailand",2022,"during",28,4,18,11,5835,"203091 123457 155092 229703 176064 738483 117929 175845 175213 155084 117925 229697 233083 117992 117987 1258701 464233 182613 117938"
"The Wasatch, Utah, USA",2018,"before",1,0,1,1,161,"532755"
"The Wasatch, Utah, USA",2018,"during",36,5,9,8,3657,"49490 154128 117887 532267 69430 344442 69468 200925 55576 174751 463825"
"The Wasatch, Utah, USA",2019,"before",7,0,1,6,737,"69430"
"The Wasatch, Utah, USA",2019,"during",23,9,2,11,3789,"532267 69430 532755 69468"
"The Wasatch, Utah, USA",2019,"after",1,1,1,1,580,"229777"
"The Wasatch, Utah, USA",2020,"before",1,0,1,1,529,"463837"
"The Wasatch, Utah, USA",2020,"during",30,4,13,19,6915,"632126 532707 69430 174748 117887 532267 55576 344442 155094 154107 148365 182455 175944 69468 117942 464214 154128"
"The Wasatch, Utah, USA",2020,"after",3,0,2,3,1483,"532267 119888"
"The Wasatch, Utah, USA",2021,"during",22,4,10,12,5999,"229246 632126 532267 174748 344442 119888 69430 54757 117942 117899 155094 154128"
"The Wasatch, Utah, USA",2021,"after",3,1,2,3,1644,"344442 55576"
"The Wasatch, Utah, USA",2022,"before",2,0,2,2,1165,"532267 55576"
"The Wasatch, Utah, USA",2022,"during",20,2,11,11,5363,"344442 532267 1019864 69430 69468 632126 155090 229961 117899 200925 463837 205402 54294"
"The Wasatch, Utah, USA",2022,"after",7,1,6,6,2238,"463485 344442 59968 123894 532267 55576"
"Tokyo, Japan",2019,"during",1,0,1,1,3938,"532747"
"Tokyo, Japan",2020,"during",2,2,1,1,1173,"69430"
"Tokyo, Japan",2022,"before",1,0,1,1,212,"1234240"
"Tokyo, Japan",2022,"during",5,3,5,1,2375,"232791 980905 69468 228063 532349"
"Toronto, Ontario, Canada",2021,"before",6,2,4,4,3244,"55576 155093 54734 49490 117987"
"Toronto, Ontario, Canada",2021,"during",26,3,16,9,6206,"155090 117887 55576 151767 463344 179037 117877 155093 119887 54734 227661 60718 125773 60709 117951 117992 344442 119778"
"Toronto, Ontario, Canada",2021,"after",4,1,4,4,5952,"155090 344442 151767 69436"
"Toronto, Ontario, Canada",2022,"before",104,11,42,10,2742,"219227 69430 200925 127051 49490 227661 220115 55576 182467 54734 372229 228066 60711 228062 123457 404864 60718 174751 462696 182631 155090 630829 463071 532533 182656 124439 182705 117987 117877 182713 229443 463344 151767 54757 155095 182682 630835 344442 180493 182455 222950 232791 125773 710073"
"Toronto, Ontario, Canada",2022,"during",26,1,14,13,5266,"69437 117887 233474 69430 54734 372229 174766 182467 182613 174748 117951 54735 127051 117943 463344 54757 155090 504634 55576 124439"
"Toronto, Ontario, Canada",2022,"after",8,2,6,6,3911,"54734 155090 117877 344442 55576 182656"
"Toulouse, Occitanie, France",2022,"during",100,59,24,19,5746,"632126 144276 55576 69211 54757 411156 117943 117887 117867 123175 54734 55553 49490 223123 462950 209662 532466 60718 207988 775650 229764 229442 117951 222838 532141 223257 124439 212280 532751"
"Tri-Cities, British Columbia, Canada",2022,"before",4,1,3,3,121,"118245 194700 48325 118252"
"Tri-Cities, British Columbia, Canada",2022,"during",46,15,16,15,2568,"123678 463344 217148 117887 117938 182631 194700 155093 117992 49490 228059 118245 117874 48711 126626 117987 179720 123175 54734 154184 117980"
"Tri-Cities, British Columbia, Canada",2022,"after",1,0,1,1,210,"352459"
"Triangle Area (Raleigh), North Carolina, USA",2018,"before",4,1,2,3,820,"121176 67747 117943"
"Triangle Area (Raleigh), North Carolina, USA",2018,"during",46,7,16,21,9665,"67747 117867 200925 151767 121176 117892 49490 117887 117943 54734 460246 125773 463677 155091 117951 54607 148365 54735 155093 180500 119778 117987"
"Triangle Area (Raleigh), North Carolina, USA",2018,"after",5,0,4,1,1206,"117925 117943 117867 67747"
"Triangle Area (Raleigh), North Carolina, USA",2019,"before",2,0,2,1,1290,"117943 155092"
"Triangle Area (Raleigh), North Carolina, USA",2019,"during",90,12,24,25,14149,"200925 151767 67747 117943 345245 117951 121176 117867 182631 155091 49490 117987 125773 460246 117865 69430 175969 194163 710073 462611 117887 48325 148365 69468 119778 182713 217100 155094 125754 227252 119669 54607"
"Triangle Area (Raleigh), North Carolina, USA",2019,"after",1,0,1,1,1815,"49490"
"Triangle Area (Raleigh), North Carolina, USA",2020,"before",3,0,2,3,4086,"121176 67747 117943"
"Triangle Area (Raleigh), North Carolina, USA",2020,"during",134,9,27,45,18603,"117987 710073 125773 67747 121176 117867 117943 200925 182613 155090 182631 69430 155091 54734 151767 117942 49490 60724 117925 148365 227252 155093 194163 322661 463344 83475 460246 119669 119778 118252 69468 117951 205689"
"Triangle Area (Raleigh), North Carolina, USA",2020,"after",5,0,3,5,3554,"121176 460246 322661 67747"
"Triangle Area (Raleigh), North Carolina, USA",2021,"before",5,1,4,5,4588,"182679 117867 117892 55457 194163"
"Triangle Area (Raleigh), North Carolina, USA",2021,"during",139,31,35,23,15671,"49490 155091 69430 155090 67747 117943 121176 227661 117987 125728 182631 69436 227252 117925 151767 182613 117867 48325 463677 462441 460246 117942 155095 227238 117892 205689 229702 71060 228055 710073 463004 182675 463344 226107 214263 227643 123894 119669 117865 125773 54734"
"Triangle Area (Raleigh), North Carolina, USA",2021,"after",7,0,5,3,3033,"117943 463070 463344 121176 119778"
"Triangle Area (Raleigh), North Carolina, USA",2022,"before",5,0,4,4,2777,"117867 50252 194163 69430 49490"
"Triangle Area (Raleigh), North Carolina, USA",2022,"during",111,18,31,22,13590,"182631 121176 117892 200925 155090 182679 222950 229764 229702 117943 229443 227252 151767 463344 155093 227661 155095 117867 117951 49490 148365 182713 123230 155091 460246 793879 155092 203800 194163 117987 67747 710073 175489 532533 125754 69430"
"Triangle Area (Raleigh), North Carolina, USA",2022,"after",7,0,3,6,2796,"67747 121176 49490 460246 117867"
"Tshwane, Gauteng, South Africa",2020,"during",3,0,3,3,970,"55554 117867 117943"
"Tshwane, Gauteng, South Africa",2020,"after",3,0,2,1,112,"992273 117932 60724"
"Tshwane, Gauteng, South Africa",2021,"during",37,4,12,11,7360,"117867 55553 117932 60724 117942 154184 117943 55576 55554 155090 69436 69430 155495 117938"
"Tshwane, Gauteng, South Africa",2022,"before",1,0,1,1,202,"117867"
"Tshwane, Gauteng, South Africa",2022,"during",30,0,9,8,4437,"117932 60724 117867 155091 220115 228059 154250 119888 212280 123230 117887 117938 155495"
"Tucson, Arizona, USA",2021,"during",8,1,6,6,2670,"208473 463344 212280 532267 117943 67747"
"Tucson, Arizona, USA",2021,"after",5,0,2,5,1037,"117932 212280 148365"
"Tucson, Arizona, USA",2022,"before",2,0,1,1,1399,"212280 117932"
"Tucson, Arizona, USA",2022,"during",24,3,8,10,6394,"212280 60718 532267 117943 182679 60724 117932 69437 220115 69430"
"Tulsa, Oklahoma, USA",2018,"before",2,0,2,2,534,"60724 49490"
"Tulsa, Oklahoma, USA",2018,"during",1,1,1,1,1256,"55553"
"Tulsa, Oklahoma, USA",2018,"after",1,0,1,1,401,"125773"
"Tulsa, Oklahoma, USA",2020,"before",5,0,4,2,788,"182455 322661 69211 117951"
"Tulsa, Oklahoma, USA",2020,"during",3,0,3,2,1796,"117887 120384 117943"
"Tulsa, Oklahoma, USA",2020,"after",1,0,1,1,283,"117943"
"Tuxtla Gutierrez, Mexico",2019,"during",3,0,1,2,5760,"67747"
"Ukraine",2022,"before",23,15,15,8,1421,"632126 222938 194736 55576 175433 399803 411156 175944 203800 117887 54734 175612 60724 404864 182631 462563 370776"
"Ukraine",2022,"during",132,108,39,15,8508,"117877 319357 55576 54734 155090 370776 54758 125850 117971 222835 60718 124439 123175 223123 182631 155093 532267 127051 117899 182455 155082 399803 144276 194681 462122 462563 318822 228066 320843 632126 212240 224082 532149 155497 411156 49490 203800 464002 404864 463479"
"Ukraine",2022,"after",26,21,16,7,3861,"155497 60718 399803 462122 228059 632126 154184 210316 992273 55576 117971 194686 54734 123175 175433 182631"
"Valle de Aburrá, Antioquia, Colombia",2021,"during",32,4,12,19,5189,"491234 117950 67747 175440 463096 374430 54294 49490 496617 123114 464189 117867 117887 117896"
"Valle de Aburrá, Antioquia, Colombia",2022,"before",1,0,1,1,458,"49490"
"Valle de Aburrá, Antioquia, Colombia",2022,"during",107,2,30,41,10254,"218332 49490 155495 491234 117867 55554 48325 461903 464189 132205 117951 175988 123114 67747 374430 175670 54294 355354 319389 175173 405329 182682 117988 182679 154184 232361 117892 194686 155093 202002 117962 122660 182631 175440 117896 117980"
"Vancouver, British Columbia, Canada",2018,"during",6,1,5,4,825,"123176 118245 117943 117938 55576"
"Vancouver, British Columbia, Canada",2022,"before",26,8,11,17,1326,"118245 118252 67747 155093 117874 55576 179037 179856 54294 228059 54735 125728 54734"
"Vancouver, British Columbia, Canada",2022,"during",34,5,17,13,3199,"55576 123894 118245 182679 54735 49488 123175 179037 54734 60718 463344 123391 119666 117874 49490 117950 117853 117887 69436"
"Vancouver, British Columbia, Canada",2022,"after",66,43,20,9,2320,"67747 118245 54734 117971 117938 117988 117939 117874 154457 117987 179755 123175 49490 118252 179720 117958 54758 54607 117858 194700 117980 119695 55576"
"Veracruz Metropolitano, Veracruz, México",2019,"during",1,0,1,1,1483,"48325"
"Veraguas, Panamá",2020,"during",8,0,6,4,3163,"117887 176035 175440 117987 175845 182631 220115"
"Veraguas, Panamá",2021,"during",1,0,1,1,2092,"220115"
"Veraguas, Panamá",2022,"during",2,0,2,2,850,"632126 205079"
"Volusia County, Florida, USA",2022,"during",10,4,5,9,1479,"48325 464189 155090 49490 322661 67747"
"Washington DC Metro area, USA",2018,"before",1,0,1,1,2027,"119778"
"Washington DC Metro area, USA",2018,"during",125,31,30,54,23018,"117943 54735 69430 463344 119778 151767 125773 148365 155091 154184 117951 49490 322661 532533 50252 175501 155093 462696 155092 121176 182656 227661 175969 182613 69436 182713 117887 200925 229703 228062 117867 463825 49488 69468 60724 117425 117874"
"Washington DC Metro area, USA",2018,"after",11,0,3,4,2021,"117951 117887 117867 200925 117943 155091"
"Washington DC Metro area, USA",2019,"before",9,1,7,5,3359,"117867 148365 69468 117951 119778 154184 69430 228062 182613"
"Washington DC Metro area, USA",2019,"during",145,58,30,69,30303,"117943 148365 182455 123230 532533 54607 155093 121208 119669 119778 151767 49490 217096 117951 59954 200925 227579 69430 155091 117867 205460 229702 222950 125773 54734 230642 532149 117859 117938 194163 69211 230516 155092 182631"
"Washington DC Metro area, USA",2019,"after",7,0,3,7,2782,"117943 182713 151767"
"Washington DC Metro area, USA",2020,"before",14,2,8,11,6636,"117867 117951 182631 155091 69211 117422 155093 117943 69468 148365 49490"
"Washington DC Metro area, USA",2020,"during",206,71,43,79,28161,"49490 69437 117943 151767 69436 117865 117987 119778 117938 175944 119669 155093 463344 125754 148365 69468 155091 67747 117951 320843 69430 182455 229443 793879 117942 322661 229703 179037 49488 182613 69211 154184 203800 182631 200925 54607 155094 209662 460246 117422 117877 125773 117867 182656 54735 532533 710073 632126 175433 205261 154565 182679 182605 194163 54734 532267"
"Washington DC Metro area, USA",2020,"after",10,1,6,5,6362,"182455 49490 200925 69211 117865 352486"
"Washington DC Metro area, USA",2021,"before",18,4,8,15,9050,"117943 155091 125773 117938 67747 118245 217100 119669 117951 117867 49490"
"Washington DC Metro area, USA",2021,"during",190,41,33,65,43580,"117938 117943 69211 117867 117887 155091 117987 228675 55576 532533 182679 117925 125773 117951 155093 148365 154128 463344 182455 69430 155090 710073 632126 460246 200925 49490 463071 151767 182713 67747 117860 182613 69436 179037 54734 117942 182631 69468 182656 155094 154184 119669 49488"
"Washington DC Metro area, USA",2021,"after",10,0,7,10,9266,"200925 463344 117887 174748 117926 460246 49490 155090 229445"
"Washington DC Metro area, USA",2022,"before",11,3,5,9,6222,"117943 155091 125773 67747 117867 49490 119778"
"Washington DC Metro area, USA",2022,"during",192,79,44,70,38977,"49490 117943 69430 125773 182631 182455 182613 151767 117877 155091 154184 155090 117987 222950 148365 532533 710073 217100 60724 69436 793879 463344 182675 117867 117951 227235 460246 200925 54734 123348 182713 49488 69211 117887 632126 229702 182656 125728 203713 221999 182542 155093 203807 175488 119669 174766 55576 630829 123457 229760 50252 462696"
"Washington DC Metro area, USA",2022,"after",17,2,8,11,7803,"117987 117951 463344 155091 49490 69430 121176 67747 151767 117943 54607"
"Waterloo Region, Ontario, Canada",2018,"during",6,4,2,4,2582,"55576 54735"
"Waterloo Region, Ontario, Canada",2018,"after",1,1,1,1,264,"55576"
"Waterloo Region, Ontario, Canada",2021,"before",1,0,1,1,509,"54757"
"Waterloo Region, Ontario, Canada",2021,"during",2,2,1,2,2107,"54757 55576"
"Waterloo Region, Ontario, Canada",2021,"after",2,1,2,2,1193,"532267 174751"
"Waterloo Region, Ontario, Canada",2022,"during",15,1,8,7,2051,"55576 117887 154184 155092 117943 227661 223257 463344 54294"
"Western NC, North Carolina, USA",2019,"before",6,1,5,6,618,"182675 504611 119778 320843 49490 180500"
"Western NC, North Carolina, USA",2019,"during",101,11,39,22,5310,"220115 229441 117971 125773 504611 54607 182631 117950 117943 151767 125728 121208 155093 205689 182713 69436 182613 117892 117867 117874 182657 123348 200925 48711 49490 49488 182679 227235 59954 117951 60709 67747 54734 121176 182682 320843 117962 175359 117963 1035932 117942 69728 117899"
"Western NC, North Carolina, USA",2019,"after",4,2,2,3,779,"59954 121176 67747"
"Western NC, North Carolina, USA",2020,"before",10,4,7,6,1339,"117943 49490 121176 151767 117867 710073 1035932"
"Western NC, North Carolina, USA",2020,"during",62,16,20,37,6520,"117425 119669 48711 54294 1035932 117867 67747 59954 121176 117943 117950 117951 125754 49490 182679 320843 59968 194163 49488 155093 117942 182631 154184 155091 69728 69430 117422"
"Western NC, North Carolina, USA",2020,"after",14,7,9,11,1444,"121176 117943 49490 117867 59954 48711 200925 155091 182679 203093"
"Western NC, North Carolina, USA",2021,"before",38,7,21,28,3258,"67747 180500 117943 182679 148365 322661 117887 117963 48711 119778 119695 463344 59968 54294 125754 69211 59954 117938 119669 49490 117950 117867 532349 227252 182675 460246"
"Western NC, North Carolina, USA",2021,"during",72,14,37,29,7264,"48711 54757 155091 223123 222085 117943 710073 125773 813872 67747 49490 119778 69430 121176 217270 59954 175359 205689 117877 182679 151767 148365 194163 49488 119669 463344 155093 117938 205470 175440 117422 175401 460246 54607 217082 182613 182631 227252 117867 180500 200925 117887"
"Western NC, North Carolina, USA",2021,"after",23,7,11,16,3447,"117963 117971 49490 378762 48711 182679 59954 148365 67747 320843 59968 119669 54294 463344"
"Western NC, North Carolina, USA",2022,"before",22,8,12,11,2738,"205689 117422 54294 54607 48711 59954 49490 117943 182682 182679 461903 69430 48325"
"Western NC, North Carolina, USA",2022,"during",106,29,55,26,7763,"823668 49490 48711 182467 175489 59954 155095 117867 320843 344442 117943 117938 67747 1035932 125773 182679 117422 532533 194163 227252 155091 121176 710073 504611 117963 117987 205689 69430 222840 127051 69728 54607 463344 49488 117892 154107 60724 180523 205470 50252 175657 69468 117942 117896 463071 155093 125728 217270 155495 210576 175440 630835 151767 54735 229702 182461 155092 148365 54734 175401 223123 217082 460246 630829"
"Western NC, North Carolina, USA",2022,"after",29,8,21,18,3056,"54294 49490 119669 182682 233685 69430 121208 117943 182467 127051 117853 59954 504611 182679 182656 151767 117938 223450 378762 117945 48711 48714 117422 182631"
"Wien, Austria",2020,"during",62,50,19,12,4435,"210315 60718 462706 462563 117884 124439 154184 55576 222838 117877 632126 155497 117887 182631 117938 117987 532267 182721 117971 54735 175433 54734"
"Wien, Austria",2020,"after",1,0,1,1,645,"154184"
"Wien, Austria",2021,"before",1,1,1,1,244,"55576"
"Wien, Austria",2021,"during",37,26,12,13,6222,"55576 182455 124439 175433 210315 404864 532267 54735 54734 182631 632126 49490 462122 117887 1028392"
"Wien, Austria",2021,"after",1,1,1,1,786,"55576"
"Wien, Austria",2022,"before",1,1,1,1,444,"55576"
"Wien, Austria",2022,"during",52,39,14,19,9547,"54757 179037 632126 532267 117887 50252 531563 55576 69430 60709 462122 155094 175440 404864 54734"
"Yilan-Hualien, Taiwan",2021,"during",3,1,2,2,3388,"67747 122681 117943"
"Yilan-Hualien, Taiwan",2022,"before",3,0,3,2,1648,"374430 48714 194679"
"Yilan-Hualien, Taiwan",2022,"during",38,2,21,7,5082,"49490 205081 229702 117987 218571 175247 175758 205689 228066 175845 123391 125773 117945 117901 175972 217148 463071 117938 182613 50252 222950 117992 48325 54294 630829 217100"
"Yilan-Hualien, Taiwan",2022,"after",1,0,1,1,628,"48325"
"Adelaide, South Australia, Australia",2020,"before",0,NA,0,0,807,NA
"Alachua County, Florida, USA",2022,"before",0,NA,0,0,785,NA
"Albuquerque, New Mexico, USA",2021,"after",0,NA,0,0,853,NA
"Albuquerque, New Mexico, USA",2019,"after",0,NA,0,0,227,NA
"Ann Arbor, Michigan, USA",2020,"before",0,NA,0,0,262,NA
"Ann Arbor, Michigan, USA",2021,"before",0,NA,0,0,452,NA
"Atlanta, Georgia, USA",2022,"after",0,NA,0,0,1558,NA
"Auckland, Auckland, New Zealand",2020,"after",0,NA,0,0,734,NA
"Austin, Texas, USA",2018,"before",0,NA,0,0,2227,NA
"Barcelona Metropolitan Area, Catalonia",2018,"during",0,NA,0,0,851,NA
"Barcelona Metropolitan Area, Catalonia",2018,"after",0,NA,0,0,124,NA
"Baton Rouge, Louisiana, USA",2021,"after",0,NA,0,0,606,NA
"Baton Rouge, Louisiana, USA",2022,"before",0,NA,0,0,590,NA
"Baton Rouge, Louisiana, USA",2022,"after",0,NA,0,0,501,NA
"Berlin, Germany",2022,"before",0,NA,0,0,486,NA
"Berlin, Germany",2018,"before",0,NA,0,0,21,NA
"Berlin, Germany",2018,"during",0,NA,0,0,132,NA
"Berlin, Germany",2018,"after",0,NA,0,0,41,NA
"Berlin, Germany",2019,"during",0,NA,0,0,353,NA
"Birmingham & Black Country, Midlands, UK",2020,"before",0,NA,0,0,648,NA
"Birmingham & Black Country, Midlands, UK",2022,"before",0,NA,0,0,307,NA
"Birmingham & Black Country, Midlands, UK",2022,"after",0,NA,0,0,345,NA
"Birmingham Metro Area, Alabama, USA",2021,"after",0,NA,0,0,869,NA
"Birmingham Metro Area, Alabama, USA",2019,"before",0,NA,0,0,488,NA
"Bogotá, Colombia",2021,"before",0,NA,0,0,205,NA
"Bogotá, Colombia",2018,"before",0,NA,0,0,121,NA
"Bogotá, Colombia",2018,"after",0,NA,0,0,93,NA
"Boise, Idaho, USA",2021,"before",0,NA,0,0,143,NA
"Boise, Idaho, USA",2021,"after",0,NA,0,0,153,NA
"Boise, Idaho, USA",2022,"after",0,NA,0,0,312,NA
"Bolzano, South Tyrol, Italy",2020,"before",0,NA,0,0,14,NA
"Bolzano, South Tyrol, Italy",2020,"after",0,NA,0,0,37,NA
"Denver-Boulder Metro, Colorado, USA",2018,"after",0,NA,0,0,564,NA
"Denver-Boulder Metro, Colorado, USA",2020,"after",0,NA,0,0,1477,NA
"Brasília, Brasil",2021,"after",0,NA,0,0,317,NA
"Brasília, Brasil",2022,"before",0,NA,0,0,504,NA
"Brasília, Brasil",2019,"before",0,NA,0,0,143,NA
"Brasília, Brasil",2019,"after",0,NA,0,0,91,NA
"Brighton, Sussex, UK",2021,"before",0,NA,0,0,137,NA
"Brighton, Sussex, UK",2020,"before",0,NA,0,0,51,NA
"Brighton, Sussex, UK",2020,"after",0,NA,0,0,137,NA
"Brighton, Sussex, UK",2022,"after",0,NA,0,0,332,NA
"Bristol & Bath City Region, UK",2018,"after",0,NA,0,0,175,NA
"Bristol & Bath City Region, UK",2019,"before",0,NA,0,0,198,NA
"Bristol & Bath City Region, UK",2020,"before",0,NA,0,0,564,NA
"Bristol & Bath City Region, UK",2020,"after",0,NA,0,0,977,NA
"Bristol & Bath City Region, UK",2022,"after",0,NA,0,0,743,NA
"Brno, Czech Republic",2021,"after",0,NA,0,0,266,NA
"Brno, Czech Republic",2020,"before",0,NA,0,0,80,NA
"Brno, Czech Republic",2020,"after",0,NA,0,0,301,NA
"Brno, Czech Republic",2022,"after",0,NA,0,0,289,NA
"Bryan/College Station, Texas, USA",2022,"before",0,NA,0,0,260,NA
"Bryan/College Station, Texas, USA",2022,"after",0,NA,0,0,178,NA
"Bucaramanga, Santander, Colombia",2021,"before",0,NA,0,0,251,NA
"Bucaramanga, Santander, Colombia",2021,"after",0,NA,0,0,226,NA
"Bucaramanga, Santander, Colombia",2022,"before",0,NA,0,0,29,NA
"Bucaramanga, Santander, Colombia",2022,"after",0,NA,0,0,204,NA
"Buenos Aires, Argentina",2021,"before",0,NA,0,0,615,NA
"Buenos Aires, Argentina",2020,"during",0,NA,0,0,1502,NA
"Buenos Aires, Argentina",2020,"after",0,NA,0,0,260,NA
"Buenos Aires, Argentina",2018,"before",0,NA,0,0,43,NA
"Buenos Aires, Argentina",2018,"during",0,NA,0,0,215,NA
"Buenos Aires, Argentina",2018,"after",0,NA,0,0,231,NA
"Buenos Aires, Argentina",2019,"before",0,NA,0,0,483,NA
"Buenos Aires, Argentina",2019,"after",0,NA,0,0,227,NA
"Buenos Aires, Argentina",2022,"before",0,NA,0,0,265,NA
"Buenos Aires, Argentina",2022,"after",0,NA,0,0,534,NA
"Burlington/Winooski, Vermont, USA",2021,"before",0,NA,0,0,522,NA
"Waterloo Region, Ontario, Canada",2022,"before",0,NA,0,0,294,NA
"Waterloo Region, Ontario, Canada",2022,"after",0,NA,0,0,866,NA
"Waterloo Region, Ontario, Canada",2018,"before",0,NA,0,0,21,NA
"Cape Town, Western Cape, South Africa",2019,"before",0,NA,0,0,207,NA
"Cape Town, Western Cape, South Africa",2020,"before",0,NA,0,0,585,NA
"Cape Town, Western Cape, South Africa",2020,"after",0,NA,0,0,415,NA
"Columbus, Ohio, USA",2021,"during",0,NA,0,0,1173,NA
"Columbus, Ohio, USA",2021,"after",0,NA,0,0,728,NA
"Central Taiwan, Taiwan",2021,"before",0,NA,0,0,1471,NA
"Central Taiwan, Taiwan",2020,"before",0,NA,0,0,1131,NA
"Central Taiwan, Taiwan",2020,"after",0,NA,0,0,1129,NA
"Central Taiwan, Taiwan",2022,"after",0,NA,0,0,409,NA
"Charlotte, North Carolina, USA",2019,"after",0,NA,0,0,308,NA
"Charlotte, North Carolina, USA",2022,"after",0,NA,0,0,899,NA
"Charlottesville, Virginia, USA",2020,"before",0,NA,0,0,319,NA
"Charlottesville, Virginia, USA",2020,"after",0,NA,0,0,492,NA
"Charlottesville, Virginia, USA",2018,"before",0,NA,0,0,41,NA
"Charlottesville, Virginia, USA",2018,"after",0,NA,0,0,30,NA
"Charlottesville, Virginia, USA",2019,"during",0,NA,0,0,476,NA
"Chiayi-Yunlin, Taiwan",2020,"before",0,NA,0,0,408,NA
"Chiayi-Yunlin, Taiwan",2019,"after",0,NA,0,0,148,NA
"Chiayi-Yunlin, Taiwan",2021,"before",0,NA,0,0,1195,NA
"Chiayi-Yunlin, Taiwan",2021,"after",0,NA,0,0,1494,NA
"Chiayi-Yunlin, Taiwan",2022,"before",0,NA,0,0,1671,NA
"Chiayi-Yunlin, Taiwan",2022,"after",0,NA,0,0,1899,NA
"Chiriquí, Panamá",2021,"before",0,NA,0,0,44,NA
"Chiriquí, Panamá",2021,"after",0,NA,0,0,65,NA
"Chiriquí, Panamá",2022,"before",0,NA,0,0,152,NA
"Chiriquí, Panamá",2020,"before",0,NA,0,0,84,NA
"Chiriquí, Panamá",2020,"after",0,NA,0,0,191,NA
"Cincinnati, Ohio, USA",2021,"after",0,NA,0,0,707,NA
"Cincinnati, Ohio, USA",2022,"before",0,NA,0,0,645,NA
"Cincinnati, Ohio, USA",2022,"after",0,NA,0,0,846,NA
"Ciudad de México, México",2019,"before",0,NA,0,0,315,NA
"Ciudad de México, México",2019,"after",0,NA,0,0,354,NA
"Ciudad de México, México",2021,"before",0,NA,0,0,638,NA
"Ciudad de Panamá, Panamá",2021,"before",0,NA,0,0,191,NA
"Ciudad de Panamá, Panamá",2019,"before",0,NA,0,0,546,NA
"Ciudad de Panamá, Panamá",2022,"before",0,NA,0,0,138,NA
"Ciudad de Panamá, Panamá",2022,"after",0,NA,0,0,263,NA
"Ciudad de Panamá, Panamá",2020,"before",0,NA,0,0,56,NA
"Ciudad de Panamá, Panamá",2020,"after",0,NA,0,0,120,NA
"Colón, Panamá",2020,"before",0,NA,0,0,40,NA
"Colón, Panamá",2020,"after",0,NA,0,0,93,NA
"Colón, Panamá",2021,"before",0,NA,0,0,25,NA
"Colón, Panamá",2021,"after",0,NA,0,0,19,NA
"Colón, Panamá",2022,"before",0,NA,0,0,135,NA
"Colón, Panamá",2022,"during",0,NA,0,0,500,NA
"Colorado Springs, Colorado, USA",2019,"before",0,NA,0,0,67,NA
